add-none,2,100,400,1293081,3232,0
add-none,2,1000,4000,658151,164,0
add-none,2,10000,40000,1483150,37,2443
add-none,2,100000,400000,7846765,19,-19828
add-none,4,100,800,1549219,1936,0
add-none,4,1000,8000,925380,115,130
add-none,4,10000,80000,2140219,26,1433
add-none,4,100000,800000,13123740,16,-22192
add-none,8,100,1600,2464508,1540,0
add-none,8,1000,16000,1314836,82,0
add-none,8,10000,160000,3002783,18,-542
add-none,8,100000,1600000,28795294,17,-18789
add-none,12,100,2400,2346385,977,0
add-none,12,1000,24000,6785784,282,0
add-none,12,10000,240000,4754608,19,-2209
add-none,12,100000,2400000,40666478,16,-46725
add-yield-none,2,10,40,1283279,32081,8
add-yield-none,4,10,80,1592777,19909,9
add-yield-none,8,10,160,1929437,12058,13
add-yield-none,12,10,240,8115541,33814,42
add-yield-none,2,20,80,1192866,14910,0
add-yield-none,4,20,160,1284733,8029,12
add-yield-none,8,20,320,994448,3107,40
add-yield-none,12,20,480,5098795,10622,26
add-yield-none,2,40,160,1309040,8181,2
add-yield-none,4,40,320,667689,2086,0
add-yield-none,8,40,640,2566770,4010,11
add-yield-none,12,40,960,3181244,3313,114
add-yield-none,2,80,320,2202115,6881,17
add-yield-none,4,80,640,2179822,3405,35
add-yield-none,8,80,1280,2335217,1824,62
add-yield-none,12,80,1920,5814600,3028,156
add-yield-none,2,100,400,2130047,5325,17
add-yield-none,4,100,800,2031564,2539,8
add-yield-none,8,100,1600,2932213,1832,155
add-yield-none,12,100,2400,4788714,1995,118
add-yield-none,2,1000,4000,12301777,3075,0
add-yield-none,4,1000,8000,12500376,1562,0
add-yield-none,8,1000,16000,18643283,1165,130
add-yield-none,12,1000,24000,36851711,1535,1075
add-yield-none,2,10000,40000,105762275,2644,-203
add-yield-none,4,10000,80000,93125753,1164,57
add-yield-none,8,10000,160000,119631718,747,4289
add-yield-none,12,10000,240000,155069514,646,944
add-yield-none,2,100000,400000,464207828,1160,43720
add-yield-none,4,100000,800000,610747786,763,-8855
add-yield-none,8,100000,1600000,564718165,352,-18884
add-yield-none,12,100000,2400000,852916551,355,-38463
add-none,1,100,200,1099383,5496,0
add-none,1,1000,2000,1149731,574,0
add-none,1,10000,20000,766936,38,0
add-none,1,100000,200000,2955163,14,0
add-none,1,1000000,2000000,25069051,12,0
add-none,2,100,400,599304,1498,0
add-none,2,1000,4000,543943,135,0
add-none,2,10000,40000,995226,24,-2544
add-none,2,100000,400000,6801413,17,-5769
add-none,2,1000000,4000000,61235878,15,-237472
add-none,3,100,600,782402,1304,0
add-none,3,1000,6000,839369,139,0
add-none,3,10000,60000,1533310,25,2851
add-none,3,100000,600000,10323168,17,-11231
add-none,3,1000000,6000000,109104851,18,-279888
add-none,4,100,800,860922,1076,0
add-none,4,1000,8000,1126227,140,-443
add-none,4,10000,80000,1507660,18,-5183
add-none,4,100000,800000,14503374,18,-14860
add-none,4,1000000,8000000,139433267,17,-264790
add-none,5,100,1000,1238534,1238,0
add-none,5,1000,10000,629857,62,0
add-none,5,10000,100000,2155012,21,776
add-none,5,100000,1000000,16856290,16,-38854
add-none,5,1000000,10000000,171061607,17,-274576
add-none,6,100,1200,1026478,855,0
add-none,6,1000,12000,1354734,112,-438
add-none,6,10000,120000,2569660,21,-4202
add-none,6,100000,1200000,21547828,17,-26921
add-none,6,1000000,12000000,194487236,16,-492693
add-none,7,100,1400,1304232,931,0
add-none,7,1000,14000,1210798,86,717
add-none,7,10000,140000,2535824,18,-1816
add-none,7,100000,1400000,23204607,16,-60050
add-none,7,1000000,14000000,225788754,16,-274332
add-none,8,100,1600,1329638,831,0
add-none,8,1000,16000,1186617,74,-207
add-none,8,10000,160000,2631542,16,-1757
add-none,8,100000,1600000,27339575,17,-52373
add-none,8,1000000,16000000,245064760,15,-410615
add-yield-none,1,100,200,376726,1883,0
add-yield-none,1,1000,2000,1367619,683,0
add-yield-none,1,10000,20000,12067156,603,0
add-yield-none,1,100000,200000,171248407,856,0
add-yield-none,1,1000000,2000000,1619390742,809,0
add-yield-none,2,100,400,400849,1002,26
add-yield-none,2,1000,4000,8867028,2216,62
add-yield-none,2,10000,40000,55531595,1388,38
add-yield-none,2,100000,400000,194181790,485,-53022
add-yield-none,2,1000000,4000000,2656564998,664,-164119
add-yield-none,3,100,600,687460,1145,49
add-yield-none,3,1000,6000,6388656,1064,18
add-yield-none,3,10000,60000,27508748,458,0
add-yield-none,3,100000,600000,222547243,370,-12425
add-yield-none,3,1000000,6000000,1391077588,231,-103222
add-yield-none,4,100,800,516445,645,37
add-yield-none,4,1000,8000,1650578,206,38
add-yield-none,4,10000,80000,13623439,170,39
add-yield-none,4,100000,800000,134100612,167,-5879
add-yield-none,4,1000000,8000000,1339909731,167,8906
add-yield-none,5,100,1000,503024,503,61
add-yield-none,5,1000,10000,1662702,166,94
add-yield-none,5,10000,100000,13759085,137,65
add-yield-none,5,100000,1000000,135909581,135,-1952
add-yield-none,5,1000000,10000000,1336913863,133,1633
add-yield-none,6,100,1200,479386,399,124
add-yield-none,6,1000,12000,1688725,140,104
add-yield-none,6,10000,120000,13532113,112,-94
add-yield-none,6,100000,1200000,133094959,110,-524
add-yield-none,6,1000000,12000000,1348132842,112,-14449
add-yield-none,7,100,1400,547134,390,59
add-yield-none,7,1000,14000,1751230,125,108
add-yield-none,7,10000,140000,14106326,100,117
add-yield-none,7,100000,1400000,141896133,101,-161
add-yield-none,7,1000000,14000000,1419625640,101,-49949
add-yield-none,8,100,1600,556044,347,107
add-yield-none,8,1000,16000,1831710,114,209
add-yield-none,8,10000,160000,14745634,92,143
add-yield-none,8,100000,1600000,145136456,90,-528
add-yield-none,8,1000000,16000000,1438858206,89,-12790
add-yield-m,2,10000,40000,38214824,955,0
add-yield-m,4,10000,80000,83841976,1048,0
add-yield-m,8,10000,160000,213342204,1333,0
add-yield-m,12,10000,240000,360190955,1500,0
add-yield-c,2,10000,40000,23714582,592,0
add-yield-c,4,10000,80000,49690995,621,0
add-yield-c,8,10000,160000,115500504,721,0
add-yield-c,12,10000,240000,174495275,727,0
add-yield-s,2,10000,40000,30071099,751,0
add-yield-s,4,10000,80000,70508818,881,0
add-yield-s,8,1000,16000,26831114,1676,0
add-yield-s,12,1000,24000,55029028,2292,0
add-m,1,10000,20000,952448,47,0
add-m,2,10000,40000,4964441,124,0
add-m,4,10000,80000,11628892,145,0
add-m,8,10000,160000,33389757,208,0
add-m,12,10000,240000,51863419,216,0
add-c,1,10000,20000,700022,35,0
add-c,2,10000,40000,2508287,62,0
add-c,4,10000,80000,9359272,116,0
add-c,8,10000,160000,16814249,105,0
add-c,12,10000,240000,23934711,99,0
add-s,1,10000,20000,608419,30,0
add-s,2,10000,40000,4343574,108,0
add-s,4,10000,80000,22440136,280,0
add-s,8,10000,160000,210826906,1317,0
add-s,12,10000,240000,387297030,1613,0
